Trial,Enc_Latency_ns,Enc_RAM_Bytes,CPU_Percent,Enc_Throughput_bps
619,58619200,35000320,101.5,715519283.78
620,58413164,35000320,101.9,718043076.73
621,58338794,35000320,102.0,718958434.42
622,58412979,35004416,101.9,718045350.85
623,58217536,35008512,85.1,720455912.12
624,58307832,35008512,102.0,719340208.02
625,58406053,35008512,101.9,718130499.25
626,58553423,35008512,101.6,716323074.74
627,58471757,35008512,101.7,717323544.77
628,58546497,35008512,101.6,716407815.14
629,58231943,35008512,102.2,720277666.16
630,58214147,35008512,102.2,720497854.24
631,58419313,35008512,101.8,717967498.18
632,58267462,35008512,85.1,719838595.34
633,58259943,35008512,102.2,719931497.36
634,58265869,35008512,102.1,719858275.86
635,58545960,35008512,101.6,716414386.24
636,58267999,35008512,102.1,719831961.28
637,58416183,35008512,101.9,718005967.63
638,58238887,35008512,102.1,720191785.26
639,58312591,35008512,102.0,719281501.31
640,58325165,35008512,85.0,719126435.39
641,58202814,35008512,102.2,720638146.46
642,58369090,35008512,102.0,718585264.91
643,58423164,35008512,101.9,717920172.90
644,58383850,35008512,101.9,718403599.63
645,58399943,35008512,101.9,718205632.50
646,58382405,35008512,101.9,718421380.55
647,58281221,35008512,102.1,719668656.22
648,58179647,35008512,85.2,720925102.90
649,58310924,35008512,102.1,719302064.22
650,58275128,35008512,102.1,719743901.72
651,58279294,35008512,102.1,719692452.01
652,58403054,35008512,101.9,718167375.29
653,58377276,35008512,101.9,718484500.72
654,58420757,35008512,101.8,717949752.00
655,58288757,35008512,102.0,719575612.15
656,58269184,35008512,102.1,719817322.31
657,58315091,35008512,102.0,719250665.32
658,58172814,35008512,102.3,721009783.02
659,58422646,35008512,101.9,717926538.28
660,58249721,35008512,102.2,720057835.13
661,58464646,35008512,101.8,717410792.16
662,58394517,35008512,84.9,718272367.93
663,58417683,35008512,101.9,717987531.28
664,58328683,35008512,102.0,719083062.44
665,58266388,35012608,102.0,719851863.82
666,58362757,35012608,102.0,718663239.30
667,58283942,35012608,102.1,719635058.32
668,58268554,35012608,102.1,719825104.98
669,58376979,35012608,101.9,718488156.09
670,58390517,35012608,84.9,718321572.66
671,58382776,35012608,101.9,718416815.26
672,58228091,35012608,102.1,720325315.15
673,58308850,35012608,102.0,719327649.23
674,58280128,35012608,102.1,719682153.07
675,58310998,35012608,102.0,719301151.39
676,58396572,35012608,102.0,718247091.63
677,58425165,35012608,101.9,717895584.89
678,58373887,35012608,84.9,718526213.61
679,58424739,35012608,101.9,717900819.38
680,58303498,35012608,102.1,719393680.29
